country,Date,Until,Headline,Description,Sources,MostPeaceful2023GPI
AF,2012.0,,Afghani terrorists poison water at girls' school,Up to 150 schoolgirls are reported sickened by poison in a school water supply in an intentional attack thought to be carried out by religious conservatives opposed to the education of women.,Hamid 2012b,3.448
AF,2012.0,,Afghani Terrorists plant bomb at spring,Seven children are killed by a bomb thought to be aimed at Afghan police and planted at a fresh water spring in Ghor Province.,Shah 2012,3.448
AF,2012.0,,Islamist kill dam guards in Aghanistan,"Islamist militants execute militia members defending the Machalgho Dam in eastern Afghanistan. The dam is being developed for irrigation and local power supply. This dispute is one of several surrounding the international waters of Afghanistan, Iran, and Pakistan, which share several rivers.",Mashal 2012,3.448
AF,2012.0,,A water tanker is damaged when it is targeted by a roadside bomb,"A water tanker is damaged when it is targeted by a roadside bomb in Khash Rod district, Nimruz province, Afghanistan. One person is killed and another wounded in the attack, for which no group claims responsibility.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201203170018,3.448
AF,2012.0,,An explosive device planted in a water spring detonates as a group of children are grazing animals,"An explosive device planted in a water spring detonates as a group of children are grazing animals in Taywara district, Ghor province, Afghanistan. Seven children are killed in the blast. No group claims responsibility for the incident; however, sources attribute it to the Taliban.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201207240010,3.448
AF,2012.0,,An explosive device detonates near a water pipeline,"An explosive device detonates near a water pipeline in Pul-e-Alam district, Logar province, Afghanistan. Five people, including two Afghan police officers, are killed in the attack, and four people, including two Afghan police officers, are injured. No group claims responsibility; however, one person is arrested in connection with the incident and admits to remotely detonating the device.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 201208010047,3.448
AF,2010.0,,Bomb in water truck kills 3 in Afghanistan,"A remote-controlled bomb hidden in a water truck kills three people, including two children, in the eastern Afghan province of Khost, which borders Pakistan.",Associated Press (AP) 2009,3.448
AF,2009.0,,Water trucks contaminated with cyanide,Water trucks supplying water to U.S. military forces in Afghanistan are contaminated with cyanide.,Afghan War Diary/Wikileaks 2009,3.448
AF,2009.0,,"Energy and Water Department attacked by suicide bombers, killing six and injuring dozens","Six civilians die and approximately 30 others are injured when two suicide bombers attack the building of the Energy and Water Department in Khost City, Afghanistan.",RAND Database of Worldwide Terrorism Incidents 2018,3.448
AF,2009.0,,"During kidnapping by Taliban, water tank destroyed","A group of four employees of a construction company in Kunar province, Afghanistan are kidnapped by the Taliban. The kidnappers also destroy a water tank during the attack.",RAND Database of Worldwide Terrorism Incidents 2018,3.448
AF,2009.0,,"A bomb placed at water station kills six, including five children, in Khost City, Afghanistan","A remote control bomb placed at a water distribution station detonates, killing six, including five children, in Khost City, Afghanistan.",Pashtun Valley 2009,3.448
AF,2009.0,,Assailants detonate an improvised explosive device targeting a civilian water truck,"On Sunday morning, in Marawara, Konar, Afghanistan, assailants detonate an improvised explosive device targeting a civilian water truck, wounding four civilians and damaging one truck. No group claims responsibility.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200903070013,3.448
AF,2008.0,,Driver of a water tanker truck killed,A driver of a water tanker truck owned by an aid agency is killed while driving. Local officials place blame on Taliban militants.,RAND Database of Worldwide Terrorism Incidents 2018,3.448
AF,2008.0,,Unknown militants fire at an aid agency's water tanker,"Unknown militants fire mortars at an aid agency's water tanker, then kill the driver and steal his tanker in an undisclosed location in eastern Afghanistan. No property damage is reported and no one claims responsibility for the incident.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200805200002,3.448
AF,2008.0,,"Assailants set fire to two water tanker trucks in Muqur, Badghis, Afghanistan","Assailants set fire to two water tanker trucks in Muqur, Badghis, Afghanistan, killing one driver, wounding two others and destroying the two trucks. No group claims responsibility, although the Taliban is widely believed to be responsible.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018. ID. 200806110020,3.448
AF,2007.0,,"Battles at Kajaki Dam, Afghanistan","The Kajaki Dam has been the scene of major fighting between Taliban and NATO forces, mainly British and Dutch. The Taliban is attempting to make it impossible to work on reconstruction of the dam and power lines to boost output.",Friel 2007,3.448
AF,2001.0,,US bombs Afghan powerhouse,"American forces bomb the hydroelectric facility at Kajaki Dam in Helmand province of Afghanistan, cutting off electricity for the city of Kandahar. The dam itself is not targeted.",British Broadcasting Corporation (BBC) 2001,3.448
AF,2000.0,,Violent conflict in Afghanistan,"Violent conflicts break out over water resources in the villages Burna Legan and Taina Legan, and in other parts of the region, as drought depleted local resources.",Cooperation Center for Afghanistan 2000,3.448
US,2019.0,,Eco-vandalism disrupts water diversions,"A water diversion system in the Colorado Rocky Mountains near Berthoud Pass is vandalized, disrupting water deliveries for several days. The act is suspected to be linked to ongoing tensions over water diversions from the Colorado River basin to Denver and other Front Range communities.",Smith 2019,
US,2018.0,,Protest to prevent oil pipeline that threatens water resources is met with violent arrests,"Dozens of protestors are arrested and restrained, sometimes with violent tactics, as they physically resist the construction of a major oil pipeline. The protestors argue that the pipeline is proceeding illegally and that it threatens their water supplies as well as other resources that are vital to their way of life.",L'eau Est La Vie Camp 2018,
US,2016.0,,Massive opposition to project that threatens Indian heritage and water supplies,"Hundreds of people are injured and arrested at protests over the construction of a major oil pipeline that threatens water quality on and near Native American lands. Massive opposition to the project developed in 2016 when the planned route reached the site of a Native American tribe called the Standing Rock Sioux, who say the plans threaten their heritage and local water supplies.",TheJournalie 2016,
